Date,Home Team, Away Team, Result,Total,
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2017,Dinamo Riga,Niznekamsk,3 - 2  pen.,5
18.02.2017,Cherepovets,Sochi,3 - 2 ,5
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2017,Dinamo Riga,Niznekamsk,3 - 2  pen.,5
18.02.2017,Cherepovets,Sochi,3 - 2 ,5
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2017,Dinamo Riga,Niznekamsk,3 - 2  pen.,5
18.02.2017,Cherepovets,Sochi,3 - 2 ,5
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2017,Dinamo Riga,Niznekamsk,3 - 2  pen.,5
18.02.2017,Cherepovets,Sochi,3 - 2 ,5
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2017,Dinamo Riga,Niznekamsk,3 - 2  pen.,5
18.02.2017,Cherepovets,Sochi,3 - 2 ,5
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2017,Dinamo Riga,Niznekamsk,3 - 2  pen.,5
18.02.2017,Cherepovets,Sochi,3 - 2 ,5
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2017,Dinamo Riga,Niznekamsk,3 - 2  pen.,5
18.02.2017,Cherepovets,Sochi,3 - 2 ,5
18.02.2017,Podolsk,Vladivostok,1 - 3 ,4
18.02.2017,Lokomotiv Yaroslavl,Amur Khabarovsk,3 - 5 ,8
18.02.2017,SKA St. Petersburg,Nizhny Novgorod,4 - 2 ,6
18.02.2017,CSKA Moscow,Sp. Moscow,6 - 1 ,7
18.02.2017,Din. Minsk,Bars Kazan,3 - 4 ,7
18.02.2017,Dyn. Moscow,Kunlun,2 - 1 ,3
18.02.2017,Yekaterinburg,Sibir Novosibirsk,1 - 2  pen.,3
18.02.2017,Salavat Ufa,Lada,4 - 2 ,6
18.02.2017,HC Yugra,Metallurg Novokuznetsk,1 - 4 ,5
16.02.2017,Dinamo Riga,Lada,2 - 1  OT,3
16.02.2017,Podolsk,Amur Khabarovsk,2 - 3  pen.,5
16.02.2017,Dyn. Moscow,Vladivostok,2 - 1  OT,3
16.02.2017,SKA St. Petersburg,Sochi,6 - 2 ,8
16.02.2017,CSKA Moscow,Nizhny Novgorod,4 - 2 ,6
16.02.2017,Din. Minsk,Niznekamsk,2 - 1  pen.,3
16.02.2017,Jokerit,Bars Kazan,4 - 5 ,9
16.02.2017,Cherepovets,Sp. Moscow,2 - 1  OT,3
16.02.2017,Lokomotiv Yaroslavl,Kunlun,4 - 2 ,6
16.02.2017,Yekaterinburg,Avangard Omsk,2 - 3  pen.,5
16.02.2017,HC Yugra,Sibir Novosibirsk,3 - 2  OT,5
15.02.2017,Slovan Bratislava,Medvescak Zagreb,7 - 5 ,12
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
18.02.2016,Din. Minsk,Nizhny Novgorod,3 - 2  pen.,5
18.02.2016,Cherepovets,Podolsk,2 - 4 ,6
18.02.2016,CSKA Moscow,Dyn. Moscow,1 - 3 ,4
18.02.2016,Bars Kazan,Lada,3 - 1 ,4
18.02.2016,Lokomotiv Yaroslavl,Slovan Bratislava,5 - 1 ,6
18.02.2016,Niznekamsk,Salavat Ufa,2 - 4 ,6
18.02.2016,HC Yugra,Tractor Chelyabinsk,4 - 7 ,11
18.02.2016,Yekaterinburg,Metallurg Magnitogorsk,2 - 3  pen.,5
18.02.2016,Sibir Novosibirsk,Metallurg Novokuznetsk,3 - 0 ,3
18.02.2016,Avangard Omsk,Barys Astana,2 - 3  pen.,5
16.02.2016,Dinamo Riga,Dyn. Moscow,1 - 0 ,1
16.02.2016,Din. Minsk,Sp. Moscow,2 - 5 ,7
16.02.2016,CSKA Moscow,Podolsk,2 - 4 ,6
16.02.2016,Jokerit,SKA St. Petersburg,3 - 1 ,4
16.02.2016,Sochi,Slovan Bratislava,5 - 2 ,7
16.02.2016,Nizhny Novgorod,Cherepovets,4 - 5  OT,9
16.02.2016,Lokomotiv Yaroslavl,Medvescak Zagreb,4 - 2 ,6
16.02.2016,Bars Kazan,Barys Astana,5 - 2 ,7
16.02.2016,Lada,Niznekamsk,3 - 6 ,9
16.02.2016,Metallurg Magnitogorsk,Tractor Chelyabinsk,0 - 1 ,1
16.02.2016,Salavat Ufa,Metallurg Novokuznetsk,3 - 4 ,7
16.02.2016,Yekaterinburg,HC Yugra,3 - 0 ,3
16.02.2016,Avangard Omsk,Sibir Novosibirsk,2 - 3  pen.,5
18.02.2016,Dinamo Riga,SKA St. Petersburg,4 - 2 ,6
18.02.2016,Jokerit,Sp. Moscow,2 - 4 ,6
18.02.2016,Sochi,Medvescak Zagreb,6 - 4 ,10
